Name,Date Published,Description,Rating,Rating Count,Content Rating,Genre(s),Keywords
Orpheus&apos; Song,2020-01-25,"Two best friends from Berlin win a trip to Greece. On their excursion, they get lost on an island. They spend the night together in a cave and dream a mystical dream. On the next day, nothing between the two will be like it was be...",5.7,804,Not Rated,Adventure,"gay,male frontal nudity,male nudity,male rear nudity,repressed sexuality"
Anonyma - Eine Frau in Berlin,2009-07-16,,7,6790,Unrated,"Biography,Drama,History","soviet soldier,rape,red army,invader,forced sexual contact"
Kadhal Desam,1996-08-23,"Two boys from rival colleges, one rich and the other poor, become good friends after an incident. A new girl in college makes both their hearts melt but neither realises that they love the same girl.",6.7,532,Not Rated,"Comedy,Drama,Romance","football,two men in love with the same woman,love triangle,college,rivalry"
The Optimists,2001-02-08,"A recounting of the rescue of 50,000 Bulgarian Jews from the Holocaust by their friends and neighbors.",8.5,79,,Documentary,rescue
Kurîpî: Itsuwari no rinjin,2016-06-18,,6.4,5615,Not Rated,"Crime,Drama,Horror","unsolved mystery,odd neighbor,school uniform,unsolved murder,sailor uniform"
Bure baruta,1998-08-01,,7.8,5370,R,"Comedy,Drama","serbia,bus passenger,hoodlum,bus,betrayal"
The Tiger Makes Out,1970-03-16,A mailman looks for a woman to kidnap as a personal act of insurrection.,5.8,309,Approved,Comedy,"new york city,based on play"
Benvenuta,1984-08-17,A passionate affair set against the intense encounter between a film-maker and a novelist. The story begins with young scriptwriter François tracking down the author of a once-scandalous novel. His aim is to adapt the work for the...,6.5,205,M/12,"Drama,Romance","suicide,piano,italy,fog,based on novel"
Bikini Paradise,,A pair of U.S. Navy officers are marooned on a South Pacific island with a group of women whom want to use them for marriage and mating purposes.,6.1,24,,Comedy,"south sea island,schoolteacher,reproduction,missing person,disguise"
J&apos;accuse,2020-01-30,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil&apos;s island.",7.2,19208,M/12,"Drama,History,Thriller","antisemitism,based on true story,dreyfus affair,1890s,manipulation"
Kill Bill: Vol. 2,2004-04-29,,8,769472,M/16,"Action,Crime,Thriller","female assassin,martial arts master,revenge,wedding chapel,vigilante"
Surcos,1954-06-17,The struggles of a Spanish family as it emigrates from the country to Madrid circa 1950.,7.6,743,,"Crime,Drama","train,train track,suitcase,wicker basket,hen"
Premium Rush,2012-10-04,,6.5,115902,M/12,"Action,Crime,Thriller","bicycle messenger,chase,bicycle,new york city,race against time"
West Side Story,2021-12-08,,7.2,87380,M/12,"Crime,Drama,Musical","remake,gang,based on stage musical,1950s,reference to shakespeare&apos;s romeo and juliet"
Am Ende kommen Touristen,2007-08-16,A civil service worker befriends an elderly concentration camp survivor.,6.9,1103,,Drama,"polish history,poland,nazi concentration camp,memory,memorial"
Patrick vive ancora,1980-05-15,,5.5,876,,"Crime,Horror,Sci-Fi","female nudity,sexual pleasure,explicit sex,female masturbation,pubic hair"
Give a Girl a Break,1954-07-08,,6.3,761,Approved,"Comedy,Musical,Romance","title co written by female,reference to montana,pregnancy announcement,romantic reconciliation,man woman romance"
The Contractor,2022-03-24,,5.8,23753,M/16,"Action,Drama,Thriller","shot in the head,cleaning a gun,gunshot wound,bullet wound,family relationships"
A Thousand and One,2023-03-31,"After unapologetic and fiercely loyal Inez kidnaps her son Terry from the foster care system, mother and son set out to reclaim their sense of home, identity, and stability, in a rapidly changing New York City.",7.4,818,R,"Crime,Drama",domestic drama
Charlie Ve&apos;hetzi,1974-09-01,Charlie passes himself off as a rich businessman but gets by through fleecing suckers with 3-Card Monte. Miko is a street kid who spends his time with Charlie instead of going to school; his sister unsuccessfully tries to raise hi...,6.7,593,,"Comedy,Drama,Romance",
Febbre da cavallo,1976-10-29,,7.3,2092,,Comedy,"horse,cult film,stolen money,horse racing,product placement"
The Last Escape,1970-05-06,,5.1,231,G,"Action,Drama,War","allied forces,rocket base,rocket scientist,red army,nazi germany"
Abhijaan,1962-09-28,A taxi driver attempts to introduce his cab service in rural Bengal against many odds.,7.9,1278,Not Rated,Drama,"anti hero,taxi driver,misogynist,misanthrope,corruption"
Return from Witch Mountain,1978-03-10,,5.7,5374,T,"Adventure,Family,Fantasy","mind reading,flying car,car crash,psychotronic film,bare chested teenage boy"
Guns of the Magnificent Seven,1969-08-01,,5.7,2931,G,"Action,Drama,Western","weapon,classical western,gun,belly dancer,dynamite"
Sugar Colt,1966-10-12,"To avenge a friend and to fulfill his last wish, Tom has to find out what happened to an army corps that has mysteriously disappeared. He therefore puts on the disguise of a doctor and starts investigating in a somewhat uncomforta...",6.2,441,,"Comedy,Romance,Western","italo western,u.s. army soldier,u.s. mexico border,explosion,murder by explosion"
Goodbye Emmanuelle,1979-01-23,Emmanuelle and her architect husband continue their amoral lifestyle in the Seychelles. But when a casual dalliance between her and a film director starts to turn serious her husband shows very traditional signs of jealousy,4,1927,M/16,"Drama,Romance","erotic 70s,female pubic hair,sexual attraction,pubic hair,beach"
Madea&apos;s Big Happy Family,2011-04-22,"The crazy and comical Mabel Simmons, otherwise known as Madea, tries to wrangle her fighting family together for a family dinner regarding the health of her niece Shirley.",4.7,8334,PG-13,"Comedy,Drama","2010s,mabel &apos;madea&apos; simmons character"
Pieta,2012-09-06,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,7.1,15091,Not Rated,"Crime,Drama,Thriller","actual animal killed,south korea,mother masturbates son,violence,sexual fantasy"
Que la bête meure,1970-11-17,,7.6,4641,17,"Crime,Drama,Thriller","reference to alain robbe grillet,reference to homer&apos;s iliad,reference to homer,driver,actress"
The Town That Dreaded Sundown,2014-10-17,,5.6,15560,R,"Horror,Mystery,Thriller","younger version of character,characters murdered one by one,hooded man,burlap sack,bloody violence"
Winterhawk,,"In 1845 Montana, a Blackfoot Chief tries to buy a cure for his tribe&apos;s smallpox infection, but the white settlers are unsympathetic, forcing the Indian Chief to resort to desperate measures.",5.7,554,PG,"Adventure,Western","bare chested male bondage,native american burial,native american burial ground,infection,redsploitation"
The Dinner,2017-05-18,Two sets of wealthy parents meet for dinner to decide what to do about a crime their sons have committed.,4.5,9004,R,"Crime,Drama,Thriller","wealth,father son relationship,mother son relationship,husband wife relationship,restaurant"
Nell&apos;anno del Signore,,,7.3,791,,"Comedy,Drama,History","cobbler the shoemaker,liberal,revolution,bishop,atheism"
Du rififi chez les hommes,1955-04-13,,8.1,35427,17,"Crime,Drama,Thriller","heist,robbery,burglar,reference to robbery of the sabine women,french noir"
Anukokunda Oka Roju,2005-06-30,A woman with amnesia tries to unravel the mystery of the missing day in her life.,7.9,1750,,"Mystery,Thriller","party,missing day,taxi driver,suspended policeman,stepmother"
Stargirl,2020-09-15,,6.2,5860,PG,"Comedy,Drama,Family","arizona,overalls,high school,love,teenage girl"
Uncle Tommy - The Man Who Founded Newsweek,2021-04-11,"When the tomb of Thomas John Cardell Martyn, the founder of Newsweek magazine, is found in a tiny countryside city in southern Brazil, a thread of mysteries, secrets, gaps and suspicion is raised over his past as a spy.",7.2,9,,Documentary,
No Time to Die,2009-06-18,"Asante, a hearse driver in Ghana, wants a wife. His profession puts most women off. He falls in love with a client whose mother has died, and manages to win her over. But her father forbids marriage to a hearse driver. Asante pers...",7.6,31,Not Rated,Comedy,no time to die
The French Dispatch,2021-11-11,,7.1,130345,M/14,"Comedy,Drama,Romance","journalist,woman poses nude for a painting,painter,bicycle,magazine"
"Hi, Mom!",,,6.2,5245,R,"Comedy,Drama","camera,television set,elevator,actor,laundry"
Chang jin hu,2021-09-30,,5.4,3548,,"Action,Drama,History","local blockbuster,chinese army,korean war,timeframe 1950s,chinese soldier"
Tang ren jie tan an 3,2021-02-12,A major crime occurs in Tokyo when detectives Tang Ren and Qin Feng are invited to investigate the crime. A battle between the strongest detectives in Asia is about to break out with bursts of laughter.,5.6,2260,R,"Action,Adventure,Comedy",battle
Venom: Let There Be Carnage,2021-10-14,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",5.9,233905,M/14,"Action,Sci-Fi,Thriller","based on comic,superhero,marvel comics,sequel,second part"
Godzilla vs. Kong,2021-05-06,,6.3,217146,M/12,"Action,Sci-Fi,Thriller","monster versus monster,kaiju,godzilla character,king kong character,monsterverse"
F9,2021-06-24,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia&apos;s estranged brother.,5.2,139611,M/14,"Action,Crime,Thriller","fast and furious franchise,car,gunfight,shootout,gun battle"
Eternals,2021-11-04,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",6.3,354118,M/12,"Action,Adventure,Fantasy","suicide,gay,superhero,f rated,banned in the middle east"
Sing 2,2021-12-01,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,7.4,73737,M/6,"Animation,Adventure,Comedy","koala,porcupine,gorilla,pig,elephant"
The Power of the Dog,2021-12-01,"Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",6.8,181019,M/14,"Drama,Romance,Western","animal cruelty,repressed homosexuality,bull castration,homosexuality,cowboy"
Coda,2022-06-03,A famous pianist struggling with stage fright late in his career finds inspiration with a free-spirited music critic.,6,2027,Not Rated,"Drama,Music","classical pianist,grieving widower,older man younger woman romance,older man younger woman love,older man younger woman relationship"
King Richard,2021-11-18,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,7.5,120425,M/12,"Biography,Drama,Sport","tennis player,compton,father,based on real people,tennis coach"
Being the Ricardos,2021-12-21,Follows Lucy and Desi as they face a crisis that could end their careers and another that could end their marriage.,6.5,42749,R,"Biography,Drama","marriage,adultery,singing,television history,husband wife relationship"
The Mitchells vs the Machines,2021-04-30,"A quirky, dysfunctional family&apos;s road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity&apos;s unlikeliest last hope.",7.6,114220,PG,"Animation,Adventure,Comedy","robot,road trip,dog,furby,family road trip"
Doraibu mai kâ,2022-03-10,A renowned stage actor and director learns to cope with a big personal loss when he receives an offer to direct a production of Uncle Vanya in Hiroshima.,7.6,56134,M/12,Drama,"cigarette smoking,chauffeur,hiroshima japan,loss of wife,audition"
After Love,2022-03-24,"Set in the port town of Dover, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Ca...",7.3,3594,M/12,Drama,secret
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-09-02,,8,12678,PG-13,"Documentary,Music","concert,festival,reference to the moon landing,outdoor concert,mount morris park harlem manhattan new york city"
Belfast,2022-02-24,,7.3,79683,M/12,"Biography,Drama","the troubles,narrow mindedness,year 1969,belfast northern ireland,irish protestant"
The Gorgon,1964-10-18,,6.4,6331,M/18,Horror,"greek mythology,reincarnation,psychotronic film,gorgon,full moon"
Die wilden Fünfziger,1987-08-13,,5.3,88,M/12,Comedy,"lift skirt,female rear nudity,female full frontal nudity,female frontal nudity,male frontal nudity"
The Man in the Iron Mask,1998-04-10,,6.5,171704,M/12,"Action,Adventure,Drama","17th century,france,twin,musketeer,three musketeers"
Brothers of the Wind,2016-01-29,"In a world where it takes courage to fly, a young boy nurtures a baby eagle into adulthood. Searching for their place in the world, they bond over their desire to be free.",6.8,2510,TV-G,"Adventure,Drama,Family","eagle,human animal relationship,eagle&apos;s feather,mountaintop,loss of wife"
Lotte in Weimar,1975-10-31,"Based on the novel by Thomas Mann. Charlotte Kestner, the love of Goethe&apos;s youth, became famous because she was the real-life Lotte represented in his renowned The Sorrows of Young Werther. At age 44 she travels to Weimar to see G...",6.2,91,,Drama,"love,place name in title,based on novel"
She,,,4.8,1836,M/16,"Action,Adventure,Fantasy","female warrior,warrior woman,violence,torture victim,female protagonist"
One Body Too Many,1944-11-27,"An insurance salesman arrives at a creepy mansion to discover his potential eccentric millionaire client already dead. Instead he gets embroiled in a house full of greedy, murderous relatives competing for the inheritance.",5.4,1416,Approved,"Comedy,Horror,Mystery","murder,old dark house,last will and testament,psychotronic film,rat poison"
Due volte Giuda,1969-09-01,,5.4,433,,"Action,Drama,Mystery","arizona desert,arizona,arizona territory,blunderbuss,italo western"
Return to Babylon,2013-08-11,The scandals and decadent lives of the 1920&apos;s greatest movie stars.,6.3,200,Not Rated,"Biography,Comedy,Drama","actress plays multiple roles,johnny weissmuller character,rudolph valentino character,clara bow character,lupe velez character"
Grisjakten,1970-03-11,"Lennart Siljeberg works at the Cattle Inspection Agency. He is the perfect bureaucrat, always careful and pedantic. The agency&apos;s latest mission is to extinguish all pigs on the island of Gotland. However, the local farmers protest...",5.4,99,,Drama,"eastern europe,pig,satire,bureaucracy,based on novel"
Street of Sinners,,"Rookie New York cop has to deal with juvenile delinquents, his superiors, and blame for the suicide of a woman who jumped to her death while he was in her apartment.",5.8,176,Approved,"Crime,Drama,Film-Noir","death,patrol officer,bar,bartender,police badge"
After the Wedding,2017-07-28,"Diego Diaz is feeling a little lost. Newly married, and desperate to become a published novelist before his type-A wife, Mariana, gets pregnant, Diego heads down to Miami Beach for a few weeks to finish his latest book, before Mar...",4.5,143,,"Comedy,Drama","female nudity,female full rear nudity,husband wife relationship,cheating husband,commitment issues"
The Black Orchid,1959-02-19,,6.4,1107,Not Rated,"Drama,Romance","widow,widower,funeral,church,flashback"
Skumtimmen,2013-09-27,"Julia has lived with the guilt of her son&apos;s disappearance for 21 years. As she returns to her childhood home on Öland, old truths and lies are stirred up. Who can she trust, and what happened to her 5-year old son?",5.7,1148,,"Drama,Mystery,Thriller","false identity,german,downpour,hunt,key under a mat"
Le noir (te) vous va si bien,2012-12-05,"The life of a Middle-East family of immigrants in Europe. The father carries the heavy burden of banishment. To rescue his culture, his traditions, is mandatory, so he remains faithful to his past, his origins, to himself. His dau...",5.9,99,,Drama,
The Bye Bye Man,2017-01-12,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,4.3,24938,M/16,"Drama,Fantasy,Horror","bare chested male,hallucination,maggot,teen sex,male rear nudity"
Street of No Return,1993-06-25,,5.6,565,M/16,"Action,Drama,Crime","watching a silent movie,watching tv,female full frontal nudity,female rear nudity,love"
Skyjacked,1972-10-14,"A crazed Vietnam vet bomber hijacks a Boeing 707 in this disaster film filled with the usual early &apos;70s stereotypes, and demands to be taken to Russia.",5.6,2168,PG,"Action,Drama,Thriller","commercial air travel,disaster film,disaster,airplane hijack,sergeant"
7 días en La Habana,2012-09-13,"A lesbian, an aspiring actor, an aspiring singer, a low-class marriage, a neighborhood community and 2 renowned directors have memorable less-than-24-hour-long experiences while living in/visiting the capital of Cuba.",6,4145,M/12,Drama,"cuba,female rear nudity,female frontal nudity,singer,actor"
Sa mamom,2013-08-21,"While her middle class, socialist family is falling apart around her, Berina, a young artist, tries to cope both with her awakening sexuality and her mother Jasna&apos;s imminent death. Her father cannot accept the fact that life is al...",6.1,67,,Drama,
Città violenta,1971-04-30,,6.2,3096,R,"Action,Crime,Thriller","hitman,drink in a coconut shell,heroin,champagne,exploitation"
The Confines,2015-06-13,"The Confined is an intense and claustrophobic thriller that follows troubled Streak who, in a last-ditch effort at getting her life together, takes a job working nights as a security guard at an abandoned luxury apartment building.",4.9,5450,Not Rated,"Horror,Mystery,Thriller",
Erogotoshi-tachi yori: Jinruigaku nyûmon,1966-03-12,,7.2,2422,Not Rated,"Comedy,Drama","female barber,cuckolded wife,stepfather stepdaughter incest,sex with stepdaughter,stepdaughter seduces stepfather"
Any Man&apos;s Death,1990-05-11,A veteran reporter is investigating the disappearance of a photo-journalist who was covering a civil war in Africa. The only clue is a roll of film he left behind. The reporter soon realizes he may have bitten more than he can chew.,4.3,120,R,"Adventure,Drama,Thriller","punctuation in title,death in title,apostrophe in title,female nudity,independent film"
Hoi sam gwai,1984-07-14,,6.2,380,,"Comedy,Family,Horror",
"Film d&apos;amore e d&apos;anarchia, ovvero &apos;stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...&apos;",1975-09-10,,7.7,3330,R,"Comedy,Drama,Romance","prostitute,brothel,anarchist,italy,rome italy"
The Internship,2013-06-13,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",6.3,208324,PG-13,Comedy,"google,australian accent,product placement,professor charles xavier character,bruce lee character"
Day of the Badman,1958-02-07,Judge Jim Scott must contend with the vicious relatives of a murderer he&apos;s about to sentence...and his unfaithful fiancee.,6.3,501,Not Rated,Western,"death threat,fiance fiancee relationship,ranch owner,small western town,small town sheriff"
Samâ uôzu,2009-08-01,"A student tries to fix a problem he accidentally caused in OZ, a digital world, while pretending to be the fiancé of his friend at her grandmother&apos;s 90th birthday.",7.4,30455,PG,"Animation,Action,Adventure","virtual world,matriarch,anime,reference to yoko ono,reference to john lennon"
Retrato de familia,1978-05-18,"Cecilio Rubes, a businessman engaged in the manufacture of bathtubs and toilets, tries to remain neutral in the imminent Spanish civil war. But the attitude of his only child Cecil, a spoiled boy growing up not respecting his pare...",6.2,68,,"Drama,War","soldier,spanish civil war,based on novel"
Season of the Witch,2011-03-10,,5.4,95739,M/16,"Action,Adventure,Fantasy","middle ages,14th century,knight,monk,witch"
Darker Than Night,2018-10-28,"Sloan Carter is a young girl who has recently been blinded. Her father leaves for the weekend and her two best friends, returning home from University, keep her company. A protege of her father&apos;s, passing through town, also spends...",4.1,673,,"Horror,Thriller","slasher,serial killer,murder,psychopathic killer,psychopath"
Vertical Reality,1994-10-19,,8.3,19,,"Documentary,Sport","two word title,mountain,extreme skiing,winter sports,snow"
Carry on Henry,1971-06-04,"After having just wed Marie of Normandy, Henry VIII&apos;s eager to consummate their marriage. Unfortunately, she&apos;s always eating garlic, and refuses to stop. Deciding to get rid of her - in his usual manner, Henry must find some way o...",6.2,2902,GP,"Comedy,Romance","carry on,henry viii,thomas cromwell character,cardinal wolsey character,marriage"
Colegas,1982-10-25,,6.4,604,TV-MA,Drama,"male pubic hair,male frontal nudity,friendship between men,pubic hair,shower"
Tin joek yau ching,1990-06-14,"During a bank heist, the getaway driver Wah took a young woman Jo Jo hostage. After preventing her from getting killed by his accomplices, they began a forbidden relationship causing mayhem and chaos for their friends and family.",7.3,1410,,"Action,Crime,Drama","gang,motorcycle,triad,forbidden love,anti hero"
Navajeros,1980-10-06,"A gang of juvenile delinquents lead by a fifteen-year-old boy named &apos;Jaro&apos; wrecks havoc in Madrid, Spain. A middle-aged prostitute takes a liking to Jaro and tries to care for him, but Jaro is on a path of self-destruction.",6.6,745,,"Crime,Drama,Thriller","one word title,nudity,bare chested male,barefoot male,male rear nudity"
Il medico della mutua,1968-10-24,The eventful ascent of a doctor in the corrupted Italian healthcare system.,7.1,1600,,Comedy,"italian health care system,health care system,medical doctor,male physician,medical issues"
The Restless Years,,High-school life and the prejudices and moral values of small-town USA during the 1950s.,6.4,235,Approved,"Crime,Drama,Film-Noir","scene during opening credits,timeframe 1950s,illegitimacy,nagging wife,alcoholic wife"
The Man Who Sold His Skin,2021-06-24,,6.9,6320,M/12,Drama,"syrian refugee,escape,brussels belgium,bare chested male,hairy chest"
Pirates of the Caribbean: The Curse of the Black Pearl,2003-09-05,,8.1,1146096,M/12,"Action,Adventure,Fantasy","pirate,curse,undead,captain jack sparrow character,joshamee gibbs character"
Tramps!,2022-03-26,"Rising from the nihilistic ashes of the punk movement in the late 1970s, a fresh crowd of flamboyant fashionistas, who would later be christened the New Romantics, began to materialize on the streets of East London, England.",7.6,30,,Documentary,
The Timber,2015-02-27,,4.4,1507,Not Rated,"Action,Adventure,Drama","snow adventure,brother brother relationship,snow,bounty hunting"
The Unicorn,2019-02-01,An indecisive couple facing the fourth year of their engagement finally decides to take the next big step and have a threesome.,5.2,1264,Not Rated,Comedy,"threesome,sexual experimentation,one male two females threesome,sex comedy,deep cleavage"
Satan&apos;s Slave,,,5.2,1988,R,Horror,"female full frontal nudity,sexual assault,grindhouse film,supernatural power,psychotronic film"
"Texas, addio",1969-05-05,,6.1,1734,Not Rated,"Action,Western","spaghetti western,horseback riding,u.s. mexico border,murder,horse"
Pancho Villa,1972-10-31,"A double-cross in an arms deal prompts Mexican revolutionary Pancho Villa to raid a US Army weapons depot in Columbus, New Mexico.",4.6,677,PG,"Action,Biography,Comedy","gold coin,pulque,influence,execution,razor"
Terror on the Prairie,2022-06-14,"On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.",5.3,6466,TV-MA,"Drama,Thriller,Western","farm,gun,handgun,tough woman,gang"
The White Squaw,1956-11-01,,5.8,141,Approved,Western,"racial prejudice,native american,interracial romance,bareback riding,native american chief"
John Paul Jones,1959-06-16,The career of Revolutionary War naval hero from his youth in Scotland through his service to Catherine the Great of Russia.,6.3,1377,,"Action,Biography,History","catherine the great character,john paul jones character,benjamin franklin character,patrick henry character,george washington character"
Bug,2007-07-26,An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.,6.1,36145,M/16,"Drama,Horror,Thriller","breast sucking,power of suggestion,based on play,male frontal nudity,bug"
No Sudden Move,2021-07-01,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what&apos;s really going on when their simple job goes completely sideways.,6.4,37244,R,"Crime,Drama,Mystery","criminal,shootout,work,togetherness,job"
Kaidan,1968-02-28,A collection of four Japanese folk tales with supernatural themes.,7.9,18593,Not Rated,"Drama,Fantasy,Horror","anthology,horror anthology,11th century,12th century,13th century"
Miss Grant Takes Richmond,1949-09-20,A newly hired dumb secretary working for a bookie masquerading as a Realtor causes unintended hilarious troubles for her employer.,6.6,896,Approved,"Comedy,Romance","surname in title,horse race betting,front business,boyfriend girlfriend relationship,court judge"
Long min,1992-11-19,"The story about a young, unemployed man, who after being kicked out is desperate enough to live anywhere. He is directed to Roy Chiao, who owns the caged establishment, and is given a living space.",7.8,253,,Drama,"urban setting,squatters camp,social welfare,poverty row film,homelessness"
Hondo,1955-08-30,,7,11627,PG,"Drama,Romance,War","swimming lesson,fishing lesson,arizona,arizona territory,based on short story"
Nóz w wodzie,1962-03-09,,7.4,22642,Not Rated,"Drama,Thriller","hitchhiker,competitiveness,masculinity,alpha male,male pride"
Rancho Notorious,1952-11-13,,6.9,4909,Approved,Western,"female sexual predator,song,flashback,flash forward,storytelling"
Ching yan,2008-11-27,"A traffic accident changed their lives forever. In capturing wanted criminal Zhang Yidong, Sergeant Tang Fei (Nicholas Tse) was involved in a gunfight and car accident that put the criminal in a coma. But in the process he also cr...",6.8,2301,Not Rated,"Action,Thriller","child killed by police officer,child shot in the chest,dead girl,girl killed,bloody body of child"
Krajobraz po bitwie,1970-09-08,,7,856,,"Drama,History,Romance","jewish,girl,german,food,concentration camp"
The Eagle,2011-06-16,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father&apos;s memory by finding his lost legion&apos;s golden emblem.",6.2,71751,M/12,"Action,Adventure,Drama","legion,wall,hadrian&apos;s wall,scotland,centurion"
The Beyond,2018-01-09,,4.9,6553,TV-14,"Drama,Sci-Fi","first contact,high concept,space exploration,cybernetic,found footage"
The Shooting Party,,"While Europe stands on the brink of World War I in Autumn 1913, Sir Randolph Nettleby hosts a weekend of shooting on his estate for European aristocrats.",6.8,1460,,"Drama,Romance","female nudity,female topless nudity,period drama,horseback riding,hunt"
Dèmoni,1985-10-04,,6.6,24784,Not Rated,Horror,"survival horror,demon,demonic possession,gore,grindhouse film"
The Report,2019-11-15,,7.2,45891,R,"Biography,Crime,Drama","torture,investigation,interrogation,muslim,brutality"
Christmas Carol: The Movie,2001-12-07,Old bitter miser Ebenezer Scrooge (Simon Callow) who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,5.4,2036,PG,"Animation,Family,Fantasy","scrooge,london england,adaptation of a christmas carol,year 1843,1840s"
Pelé: Birth of a Legend,2016-07-21,,7.1,19682,M/6,"Biography,Drama,Sport","cameo appearance by real life subject,brazilian sportspeople,afro brazilian,girl,swede"
Uncle Tom&apos;s Cabin,1977-03-11,,5.8,125,R,Drama,"blaxploitation,female nudity,nudity,bondage"
Indian Paint,1965-04-08,,5.4,202,Approved,"Drama,Family,Western","cult,bow the weapon,teenage boy,coming of age,american indian chief"
Village of the Giants,1965-10-20,,3.6,2470,Not Rated,"Comedy,Sci-Fi","enlargement,downpour,teenager,duck,explosion"
Li&apos;l Abner,1940-11-09,"The goings-on in the rural Southern community of Dogpatch, USA.",4.9,488,Passed,"Comedy,Romance","li&apos;l abner character,character name as title,mammy yokum character,pappy yokum character,lonesome polecat character"
OK Connery,1967-04-20,,3.5,1492,Not Rated,"Action,Comedy,Thriller","eurospy,james bond spoof,parody,character name in title,psychotronic film"
The Body Stealers,,"In Britain, bodies of NATO paratroopers are being snatched during routine jumps by a mysterious red-beam of alien origin.",4.1,480,PG,"Horror,Mystery,Sci-Fi","britain,british general,parachute,alien spacecraft,unidentified flying object"
Tales of Poe,,"Based on the classic works of Edgar Allan Poe - a unique spin on three of Poe&apos;s popular stories (The Tell Tale Heart, Cask of Amontillado & Dreams). Directors Bart Mastronardi & Alan Rowe Kelly weave together a compelling and susp...",3.8,228,TV-MA,"Fantasy,Horror,Thriller","anthology,female vomiting,camera shot from inside a toilet"
Etoile,1990-07-06,Young American ballerina enrolls in a prestigious ballet school in Hungary. She suddenly becomes inexplicably obsessed with Tchaikovsky&apos;s Swan Lake and her personality completely changes. A young man in love with her investigates.,5.9,730,M/12,"Fantasy,Romance,Thriller","art auction,woman in a shower,concealed nudity,giant bird,insane man"
The MacKintosh Man,1973-11-08,"A member of British Intelligence assumes a fictitious criminal identity and allows himself to be caught, imprisoned, and freed in order to infiltrate a spy organization and expose a traitor.",6.3,4824,PG,Thriller,"kicked in the stomach,knocked unconscious,punched in the stomach,scene during opening credits,traitor"
Full Circle,,,6.2,2473,R,"Drama,Horror,Mystery","seance,mental breakdown,haunted house,based on novel,castration"
"Sagarana, o Duelo",,"In Northeast Brazil, after carrying out some comissioned killing, hitman returns home to find his wife involved with a man who is a hitman hunter. A conflict ensues.",7.3,47,,Adventure,based on novel
Wolf Creek,2006-02-02,Three backpackers stranded in the Australian outback are plunged inside a hellish nightmare of insufferable torture by a sadistic psychopathic local.,6.2,74963,M/16,"Horror,Thriller","slasher killer,serial killer,psychopath,australian horror,human monster"
Rails Into Laramie,1956-12-23,A railroad sends an agent to Laramie to try to find out who is behind the efforts to stop the railroad from building its line into the area.,6.1,386,Approved,Western,"building a railroad,law and order,saloon keeper,horse,horseback riding"
Rogue One,2016-12-15,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire&apos;s ultimate weapon of destruction.",7.8,652734,M/12,"Action,Adventure,Sci-Fi","star wars,death star,space opera,darth vader character,jyn erso character"
You Can&apos;t Hurry Love,1988-01-20,,4.7,553,R,"Comedy,Romance","based on short film,homophobia,pubic hair,male pubic hair,male rear nudity"
Before the Revolution,2013-01-01,,7.1,108,,"Documentary,History,Thriller",iran israel relations
Morgiana,1972-09-01,,7.2,1368,,"Crime,Drama,Horror","murder,actress playing dual role,sister sister relationship,dark comedy,black comedy"
Scorpio Nights 3,2022-07-29,"A young couple&apos;s sex acts are witnessed by a young man through a hole in the wall. When the wife seduces him, they engage in an illicit affair. Chaos ensues when the husband learns about them.",6.9,545,,Thriller,"sequel,lust,female full frontal nudity,sex with neighbor woman,sex scene"
Flight of the Navigator,1986-08-01,,6.9,49649,PG,"Adventure,Comedy,Family","robot,frisbee,knocked unconscious,child flying a spacecraft,feeding a dog"
Lazzaro felice,2018-10-11,,7.5,19033,M/12,"Drama,Fantasy,Mystery","wolf,tobacco farm,magical realism,peasant,fake kidnapping"
